input_text	target_text
cover glass	커버글라스
Flanagan	플래너건
Fort Scott	포트 스콧
ISO	이소
Lewis	루이스
Bucksnort	벅스노트
Hanna	한나
Wayne County	웨인 카운티
Harrison	해리슨
duffle	더플
Pacific	퍼시픽
Asturias	아스투리아스
Roxie	록시
Hope	호프
screw	스크루
nomogram	노모그램
Biden	바이든
Sabine	사빈
Klondike	클론다이크
Wright	라이트
buttering	버터링
Clubb	클럽
Frostburg	프로스트버그
McElhenney	매켈러니
McCray	매크레이
Hettinger County	헤팅어 카운티
Morehead City	모어헤드 시티
Faisal	파이살
brucine	브루신
Sweet	스위트
Baudelaire	보들레르
Jeb	젭
Lacy Lakeview	레이시레이크뷰
FTP	에프티피
lupine	루핀
Stanton County	스탠턴 카운티
taxis	택시스
Perryville	페리빌
Rensselaer	렌셀러
Desha County	데샤 카운티
visual	비주얼
Bay Shore	베이 쇼어
Forest	포레스트
diazepam	디아제팜
Taswell	태즈월
Leonel Manzano	리오닐 만사노
Mussolini	무솔리니
Douglassville	더글러스빌
Sangallo	상갈로
caftan dress	카프탄드레스
Fellsmere	펠스미어
Markham	마컴
Drew	드루
cocktail	칵테일
Abbotsford	애보츠퍼드
Java	자바
melton	멜턴
Coty	코티
Osage County	오세이지 카운티
Sarah Jessica	세라 제시카
Apple Valley	애플밸리
rheology	리올로지
poster color	포스터컬러
after service	애프터서비스
Martell	마텔
referee time	레퍼리타임
Mark	마크
Duvall	듀발
Muhammad	무함마드
Bay City	베이시티
ricinine	리시닌
Warsaw	워소
North Ogden	노스 오그던
Marysville	매리스빌
Guenter	귄터
West Green	웨스트 그린
Concho	콘초
Oakleaf	오크리프
lobster	랍스터
Yolo	욜로
hertz	헤르쯔
Moab	모압
pilaf	필라프
Coke County	코크 카운티
thixotropy	틱소트로피
Louisa	루이자
throw off	스로오프
Nelson	넬슨
Prince William Arthur Philip Louis	윌리엄 아서 필립 루이스 왕자
Mead	미드
Becher	베허
La Plata	라플레이타
overtone	오버톤
Bates	베이츠
Olney	올니
Barrington	배링턴
lipstick	립스틱
begin again	비긴 어게인
Paula	폴라
radioautography	라디오오토그래피
Fukuda	후쿠다
Isaac	아이작
Butler	버틀러
CB	시비
Sutton	서턴
chesterfield	체스터필드
memory	메모리
Braman	브라만
Fagus	페이거스
Caroline County	캐롤라인 카운티
Morvin	몰빈
Brisbane	브리즈번
ADIYAMAN	아디야만
negative list	네거티브리스트
Caldwell County	콜드웰 카운티
Bexar County	베어 카운티
Guin	귄
napkin	냅킨
Dowling Park	다울링파크
Watertown	워터타운
Bowling Green	볼링 그린
full entry	풀엔트리
azol	아졸
Denmark	덴마크
geriatrics	제리애트릭스
Shady Dale	셰이디데일
Clark County	클라크 카운티
New Hampton	뉴 햄턴
Arp	아프
Dagobert	다고베르트
Monmouth	만머스
Butler	버틀러
Texas City	텍사스시티
Sanctuary	생크추어리
silket	실켓
FEAF	에프이에이에프
McMahon line	맥마흔라인
Pinero	피네로
yogurt	요구르트
guppy	거피
Halifax	핼리팩스
Marxist	마르크시스트
Sachs	색스
hopper	호퍼
Clapper	클래퍼
Reischauer	라이샤워
Tillamook County	틸라무크 카운티
Cottonwood County	코튼우드 카운티
Callimachos	칼리마코스
Gulf Hammock	걸프 해먹
Chula	출라
Polo	폴로
box	박스
Coos County	코어스 카운티
tonality	토낼리티
Mariposa	마리포사
anaconda	아나콘다
Hamilton Fort	해밀턴 포트
Leesburg	리즈버그
Siewert	시워트
Lee	리
Nuremberg	뉴렌버그
untied loan	언타이드론
acapella	아카펠라
heptose	헵토오스
Milam	밀람
Brown County	브라운 카운티
Blanco	블랑코
Maya	마야
Montgomery County	몽고메리 카운티
Macklem	매클럼
Amherst	애머스트
Greenville	그린빌
Corvallis	코르발리스
Blowing Rock	블로윙 록
Crane Lake	크레인 레이크
inning	이닝
model case	모델케이스
Stearns	스턴스
FBI	에프비아이
Eads	이즈
Sherman County	셔먼 카운티
McLennan	매클레넌
Olden	올든
Santa Cruz	산타 크루스
Franklin County	프랭클린 카운티
East Bank	이스트 뱅크
Marble	마블
La Cueva	라 쿠에바
Donie	도니
Beard	비어드
Owens	오웬스
border light	보더라이트
Page	페이지
Aguanga	아구앙가
Rosston	로스턴
Hightown	하이타운
chitin	키틴
Ngongotaha	농고타하
Rowbotham	로보텀
Clearwater	클리어워터
Brookings	브루킹스
Drexel	드렉설
corycium	코리슘
Houston	휴스턴
McAlester	맥알레스터
Orbitolina	오르비톨리나
serveillance	서베일런스
Yellen	옐런
magnetograph	마그네토그래프
charge	차지
Vietnam	베트남
angelfish	에인절피시
Wayne County	웨인 카운티
Nicolaus Cusanus	니콜라우스 쿠사누스
Cleveland	클리블랜드
Navassa	나바사
colugo	콜루고
Ashton	애슈턴
Woodburn	우드번
Decatur	디케이터
Buckland	버클랜드
Calhoun County	칼훈 카운티
Waverly	웨이벌리
Auricularia	아우리쿨라리아
kimberlite	킴벌라이트
D'Lo	딜로
double tracking	더블트래킹
Hatch	해치
San Anselmo	샌 안셀모
American organ	아메리칸오르간
steam	스팀
Willacy County	윌러시 카운티
Canberra	캔버라
Walter Dorwin	월터 도윈
Royal Center	로열센터
Chatham County	채텀 카운티
Moissan	무아상
Pozo	포조
Kelly	켈리
decameter	데카미터
Ashford	애쉬포드
ROSIE	로지
BE	비이
merino	메리노
Larue	러루
Boise County	보이시 카운티
Long Lake	롱레이크
Smalley	스몰리
De Witt	디윗
Rocky Mound	로키마운드
Maryville	메리빌
Dewmaine	듀메인
settlement	세틀먼트
Kalamazoo County	캘러머주 카운티
Central City	센트럴시티
lumisome	루미솜
Genesee Falls	제네시 폴즈
rail bus	레일버스
Guettard	게타르
Barton	바턴
Norseland	노스랜드
Belisarius	벨리사리우스
cam engine	캠엔진
Riva	리바
St. Edward	세인트 에드워드
Eldorado	엘더레이도
California	캘리포니아
realist	리얼리스트
Webster County	웹스터 카운티
Louisiana	루이지애나
Bradshaw	브래드쇼
Ponchatoula	폰카툴라
eriochrome cyanin R	에리오크롬시아닌아르
Josef	요제프
Dummer	더머
Wales	웨일스
Chester	체스터
Muldoon	멀둔
Biele Karpaty Mts	비엘레카르파티 산맥
Jaques-Dalcroze	자크달크로즈
Marett	매럿
library	라이브러리
retort carbon	레토르트카본
Saillant	사양
dolmen	돌멘
gate	게이트
John	존
team	팀
field hockey	필드하키
Wonder	원더
Six	식스
vitamin M	비타민 엠
Jacques	자크
Strabon	스트라본
Joines	조인스
Medford	메드퍼드
Tropic	트로픽
Ladoga	라도가
Eyvind Jonson	에위빈드 욘손
wool	울
Pasadena	패서디나
Radiguet	라디게
Italia	이탈리아
Valeria	발레리아
Jennings	제닝스
Dunnellon	두넬론
Grandview	그랜드뷰
Berlitz	벌리츠
Peachland	피치랜드
Gate City	게이트 시티
abstract ballet	앱스트랙트발레
Springboro	스프링버러
Miami County	마이애미 카운티
El Paso	엘 파소
concert hall	콘서트 홀
McIntosh	매킨토시
Oak City	오크시티
Kirby	커비
celery	셀러리
multiplexer	멀티플렉서
Ranfurly	랜펄리
embedded system	임베디드시스템
fusarium	푸사륨
Conant	코넌트
kale	케일
Kauffmann	카우프만
classic	클래식
Fullerton	풀러턴
Battleground	배틀그라운드
Jamie	제이미
Newark	뉴어크
Cape May	케이프 메이
Muscarufin	무스카루핀
Reading	레딩
Gasser	개서
Opelousas	오펠루사스
Opine	오파인
helicopter	헬리콤터
Agri	아리
Red Springs	레드 스프링스
Black Rock Desert	블랙록 사막
Mid Glamorgan	미드글러모건
Patrick County	패트릭 카운티
Claudette	클로뎃
dry rehearsal	드라이리허설
Port Aransas	포트 애런사스
Everglades	에버글레이즈
Chickasaw County	치카소 카운티
Ariel	아리엘
poetic diction	포에틱딕션
Cecchetti	체케티
parared	파라레드
up-sizing	업사이징
ticket	티켓
Bowen's Mill	보언스밀
Theodore Richards	시어도어 리처즈
splitter	스플리터
John	존
dance	댄스
Martin	마틴
nunatak	누나탁
Grimes	그라임스
Marceline	마르셀린
Zolfo Springs	졸포 스프링스
Donald	도널드
isinglass	아이징글라스
Taylor	테일러
Strasburg	스트래즈버그
Basel	바젤
Blackshear	블랙시어
Caligula	칼리굴라
Wheatfield	휘트필드
Cisco	시스코
Magnitogorsk	마그니토고르스크
Big Ben	빅벤
Clive	클라이브
dimetrodon	디메트로돈
Rolling Hills Estates	롤링 힐스 에스테이츠
briefing	브리핑
Oppenheim	오픈하임
Romeoville	로미오빌
Alison	앨리슨
dimethylnitrosamine	디메틸니트로사민
even	이븐
cimolite	시몰라이트
Gray Code	그레이 코드
Watertown	워터타운
femininity test	페미니니티테스트
designer	디자이너
my car	마이카
angel	엔젤
Red Rock	레드록
myograph	미오그래프
Waller	월러
Paulding	폴딩
Portland	포틀랜드
Kwajalein	콰절레인
Kentucky	켄터키
Sulawesi	술라웨시
Blue Grass	블루 그라스
Seal Beach	실 비치
Morisot	모리조
Meally	밀리
nightclub	나이트클럽
Isaacson	아이작슨
Rod	로드
apocrine	아포크린
Coca Cola	코카콜라
Anna	애나
DeFrantz	디프랜츠
Broussard	브루사드
helmet	헬멧
Laurel	로렐
Winfred	윈프레드
wind	윈드
Boundary County	바운더리 카운티
New Braintree	뉴브레인트리
Almyra	알미라
chemical milling	케미컬밀링
Calvert	캘버트
Armenia	아르메니아
Vanderburgh County	밴더버그 카운티
block diagram	블록다이어그램
Gregory	그레고리
Ellington	엘링턴
necktie	넥타이
polling	폴링
camel	캐멀
forint	포린트
grand style	그랜드스타일
St. Marks	세인트 막스
Sappho	사포
Oconee County	오코니 카운티
Burns	번스
Whitakers	휘태커스
sororate	소로레이트
Krzanich	크러재니치
Coles	콜스
Tradersville	트레이더스빌
Malipiero	말리피에로
Santa Anna	샌타애나
curium	퀴륨
clenbuterol	클렌부테롤
Reserve	리저브
Burleson County	벌레슨 카운티
Enda	엔다
Vazov	바조프
aerobic	에어로빅
Minot	마이넛
Hadamard	아다마르
Nicolas	니컬러스
Stumpf	슈툼프
Blackstone	블랙스톤
Southampton	사우샘프턴
Plover	플러버
Sheep Ranch	쉽 랜치
Ripley	리플리
Gary Edward	게리 에드워드
Ronan	로넌
highball	하이볼
Henry	헨리
Caswell	캐스웰
Carson City	카슨 시티
Kandiyohi County	칸디요히 카운티
Michael	마이클
lithopone	리토폰
Cherokee	체로키
accord	어코드
metre	미터
Kirchner	키르히너
Fernland	펀랜드
River Forest	리버 포레스트
Topsail Beach	톱세일 비치
Thornberry	손베리
Jean	장
South Dakota	사우스다코타
Bush	부시
candle	캔들
rabbi	라비
Hocking	호킹
Lead Hill	레드힐
Mayer	마이어
NRA	엔아르에이
Divide	디바이드
Isner	이스너
Oak Park Heights	오크 파크 하이츠
Wallace Spearmon	월리스 스피어먼
Henri	앙리
canaria	카나라아
Heath	히스
Veribest	베리베스트
percentage	퍼센티지
Truckee	트러키
howling	하울링
Cicero	시세로
Steeles Tavern	스틸레스 태번
opener	오프너
Lawrenceville	로렌스빌
Wallback	월백
Ehrhardt	에르하르트
Iliad	일리아드
Hecht	헥트
Homestead	홈스테드
Fort Bend County	포트벤드 카운티
Avon	에이번
swirl skirt	스월스커트
Arkansas City	아칸소시티
MUD	머드
Covington	커빙턴
Blandford	블랜드퍼드
Ria Percival	리아 퍼시벌
fast break	패스트브레이크
Dearing	디어링
Ula	울라
INF	아이엔에프
Carmichael	카마이클
rendering	렌더링
SM	에스엠
Del Norte County	델노르트 카운티
Saint Leon	세인트리언
wet mat	웨트매트
aque	아쿠아
Chrysostomus	크리소스토무스
Caldwell County	콜드웰 카운티
illinium	일리늄
Mammoth Spring	매머드 스프링
tent	텐트
Havana	하바나
Latium	레이시엄
South Lake Tahoe	사우스 레이크 타로
melon	메론
Renault	르놀트
McFarland	맥팔랜드
echinopluteus	에키노플루테우스
Des Moines	디 모인
electrotype	일렉트로타이프
viscose rayon	비스코스레이온
Henry	헨리
bartender	바텐더
Bellville	벨빌
Davy	데이비
Robbinsville	로빈스빌
Penney Farms	페니 팜스
leopard	레오파드
Ramirez	라미레스
FMS	에프엠에스
Woodyard	우드야드
counter-culture	카운터컬처
Perthshire	퍼스샤이어
Deerland	디어랜드
Adult	어덜트
John A. Pople	존 포플
Florence	플로렌스
Coleman	콜맨
Cold Springs	콜드 스프링스
Hybrid	하이브리드
beef stew	비프스튜
Arnim	아르님
Harvey County	하비 카운티
gibbon	기번
rack	랙
Brazos	브래저스
asus	에이수스
Spiceland	스파이스랜드
Lambert	램버트
act	액트
Kelmet	켈밋
Kathy	캐시
Norman	노먼
LaPorte	러포트
Washington County	워싱턴 카운티
Clare	클레어
Netscape ONE	넷스케이프원
North Royalton	노스 로얄턴
Ellicott	엘리코트
Iowa Park	아이오와파크
Dobermann	도베르만
Toffler	토플러
Daley	데일리
milliampere	밀리암페어
Macomb	매콤
accompaniment	어컴퍼니먼트
Waynesville	웨인즈빌
BASIC	베이식
backstop	백스톱
jazz	재즈
Americus	아메리커스
Jesup	제섭
Lasca	라스카
Monteux	몽퇴
Lamar County	라마 카운티
torsion balance	토션밸런스
Nehalem	네헤일럼
Lisa	리사
Winton	윈턴
Sunriver	선리버
Prince Edward County	프린스 에드워드 카운티
Cottonwood	코튼우드
Devonport	데번포트
screen process	스크린프로세스
diving	다이빙
hair cream	헤어크림
Loco	로코
Eureka	유레카
Colo	콜로
Bayan	바얀
West Lafayette	웨스트 라피엣
Cabot	캐벗
Carthage	카시지
Pierre	피에르
Helen	헬렌
Mark Ware	마크 웨어
Nullarbor Plain	널라버 평원
Del Sur	델 수르
biscuit	비스켓
Adin	애딘
net game	네트게임
Garland	갈런드
Ostrom	오스트롬
Au Sable	오 사블
Bowden	보든
Ferraro	페라로
Teachey	티치
Clute	클루트
hybrid rocket	하이브리드로켓
chipped potato	칩포테이토
Ripley	리플리
pocket	포켓
Bayou La Batre	바유라바트레
Prendergast	프렌더개스트
Grand Prairie	그랜드 프레리
San Benito	샌 베니토
Madison County	매디슨 카운티
surge tank	서지탱크
Hebrides	헤브리디스
Constable	컨스터블
gown	가운
Hamilton	해밀턴
WAJIMA	와지마
Robert	로버트
Barber Quarters	바버쿼터스
hard beach	하드비치
swim	스윔
LEO	리오
Constantia	콘스탄시아
Bill	빌
Belton	벨턴
link	링크
Beloit	벨로잇
Christmas carol	크리스마스캐럴
Achernar	아케르나르
Dundee	던디
Pattison	패티슨
Charles	찰스
caste	카스트
Powell	파월
Linn	린
Bloomquist	블룸퀴스트
Calhoun County	칼훈 카운티
bazar	바자
trio sonata	트리오소나타
Lamar County	라마 카운티
Logan	로건
Dyer	다이어
Richard D	리처드
Grandfield	그랜드필드
Shelley	셸리
springboard diving	스프링보드다이빙
open collar	오픈칼라
Mosby	모스비
Rocky Gap	로키갭
Frederick	프레더릭
Laurens	로렌스
Newhalen	뉴할렌
Mihail	미하일
Tbilisi	트빌리시
Watonwan County	와토놘 카운티
Yorktown	요크타운
snakeboard	스네이크보드
Bethany Beach	베서니 비치
parsec	파섹
egg milk	에그밀크
klaxon	클랙슨
Alma	앨마
Brule County	브륄르 카운티
Peter	피터
in silico	인실리코
Union County	유니언 카운티
TVA	티브이에이
Kalalock	칼라록
summer wool	서머울
Bridgeton	브리지턴
San Dimas	샌 디마스
West Point	웨스트포인트
Nevins	네빈스
Harriman	해리먼
Everett	에버렛
Brad Newley	브래드 뉼리
acetamide	아세트아미드
out	아웃
giga	기가
swing	스윙
Chevy Chase View	체비 체이스 뷰
Liberty	리버티
Refugio	러퓨리오
Robert Holley	로버트 홀리
Kara Khoto	카라호토
Plymouth	플리머스
Jaime Moore	제이미 무어
Bairoil	베어오일
Burwell	버웰
gravure	그라비어
Corsica	코르시카
Used	유즈드
Hunter	헌터
Amir	어미어
Gypsum	집섬
Mac	맥
Liberace	리버라치
Jim	짐
Gwinner	그위너
Dirac	디랙
Carroll	캐롤
publicity release	퍼블리시티릴리즈
slice	슬라이스
Irvine	어빈
Basie	베이시
Schrieffer	슈리퍼
Alice Ellen	앨리스 앨런
Offutt	오펏
Egg Harbor	에그 하버
Baffin	배핀
Ophir	오피어
schedule	스케쥴
Buffalo Center	버펄로 센터
Alachua County	앨라추아 카운티
parahelium	파라헬륨
Appomattox	아포맷톡스
Daviess	데이비스
Lincoln County	링컨 카운티
Olive Hill	올리브 힐
Stephenson County	스티븐슨 카운티
Titus	타이터스
Orrick	오릭
Cahokia	커호키아
Solgohachia	솔구해치
Dougherty	도허티
Trista	트리스탕
synergy	시너지
Marburg	마버그
Baltimore County	볼티모어 카운티
jogging	조깅
Posey County	포지 카운티
Delaware	델라웨어
Hallowell	할로웰
Dorchester	도체스터
toluene	톨루엔
casual water	캐주얼워터
Grady County	그래디 카운티
EVE	이브
Helen	헬렌
card	카드
floppy disk	플로피디스크
Reece City	리스 시티
belt	벨트
Greenfield	그린필드
Bevier	베비르
takin	타킨
Bactra	박트라
Orient	오리엔트
Louisville	루이빌
Jamestown	제임스타운
santonin	산토닌
Le Nain	르냉
taper	테이퍼
Greenspan	그린스펀
Rock Island	록아일랜드
Reno	리노
Palm Desert	팜데저트
iCloud	아이클라우드
boy	보이
Transylvania County	트랜실베니아 카운티
Northrop	노스롭
Pembroke	펨브룩
equity	에퀴티
vinyl	비닐
gagman	개그맨
Brownsboro Village	브라운즈버러빌리지
jumper	점퍼
Newark	뉴어크
Guarini	과리니
Aretino	아레티노
Fragonard	프라고나르
Cabell	캐벌
Wild Horse	와일드 호스
evening	이브닝
Johnsville	존즈빌
Rochester	로체스터
Livermore	리버모어
Shasta County	샤스타 카운티
NICS	닉스
tee off	티오프
Glendale	글렌데일
Lena	리나 라라
Gilliam	길리엄
Lyon County	라이언 카운티
Marut	마루트
Social Circle	소셜 서클
Crete	크리트
Ignatiev	이그나티예프
sherry	셰리
cerium	세륨
Loma Linda	로마 린다
Middle River	미들리버
Munford	먼퍼드
Jansen	젠슨
Dry Run	드라이 런
Charlotte	샬럿
Manville	맨빌
Mountainair	마운틴에어
hydrazine	히드라진
James DeGale	제임스 디게일
Eggleston	이글스턴
Floyd	플로이드
Braly	브레일리
Ferdinand	퍼디난드
back toss	백토스
pile driver	파일드라이버
Daimler	다임러
Indian Springs	인디언 스프링스
Confidence	컨피던스
Ffrost	프로스트
Irvine	어바인
Chancellor	챈슬러
Callahan	캘러핸
Enterprise	엔터프라이즈
school figure	스쿨피겨
Lenore	레노어
hyena	하이에나
Mayfield	메이필드
Elmore	엘모어
Brookview	브룩뷰
Mirabeau	미라보
Hesper	헤스퍼
Beecher	비처
St. Elmo	세인트 엘모
sterling	스털링
Frances	프랜시스
Bloomery	블루머리
campus	캠퍼스
Pike County	파이크 카운티
Shell Rock	셸 록
DJ	디제이
La Selva Beach	라 셀바 비치
Whitakers	휘태커스
Milano Triennale	밀라노트리엔날레
Adamsville	애덤스빌
Winston County	윈스턴 카운티
Moore	무어
oscillograph	오실로그래프
Lewes	루이스
antenna	안테나
Phillippe	필리프
markhor	마코르
Jack	잭
Lunenburg	루넌버그
Buckholts	벅홀츠
Wilton Manors	윌턴 매너스
Kandinskii	칸딘스키
ENI	에니
Abas	애버스
Harrison Hot Springs	해리슨 핫 스프링스
Van Zandt	밴잰트
Ailey	에일리
lemniscate	렘니스케이트
Rita	리타
UNICEF	유니세프
rail bond	레일본드
alkyl phenol	알킬페놀
interview	인터뷰
Addison	애디슨
Durkee	더키
integrated receiver	인티그레이티드리시버
Vernon	버넌
jazz dance	재즈댄스
Little Cayman	리틀케이맨
Freeport	프리포트
San Antonio	샌안토니오
Ludington	러딩턴
troy pound	트로이파운드
Mauer	마워
course	코스
scroll	스크롤
Broome	브룸
Briarwood	브라이어우드
Arnold	아놀드
Richard	리처드
Lockwood	록우드
Rogersville	로저스빌
Kannapolis	캐너폴리스
Chippewa County	치페와 카운티
Stockbridge	스톡브리지
Ken	켄
Lee	리
Lost Springs	로스트 스프링스
Mound Station	마운드스테이션
Sausalito	소살리토
Jennifer	제니퍼
Billie Jean	빌리 진
Coventry	코벤트리
goal bar	골바
Broward County	브로워드 카운티
no	노
contrabass	콘트라베이스
Andrew Card	앤드루 카드
Bear Creek	베어크리크
Olive Hill	올리브 힐
Harlan	할런
Hadrianus	하드리아누스
Chihuahua	치와와
Morgantown	모건타운
Buch	부흐
UT	유티
Deaver	디버
Farmers Branch	파머스 브랜치
resorcin	레조르신
hand vice	핸드바이스
Portage	포티지
Enterprise	엔터프라이즈
gallery	갤러리
oilcloth	오일클로스
nate	네이트
tar oil	타르오일
Cokato	코카토
Durham	더럼
Nonila	노닐라
Clearwater	클리어워터
manner	매너
Heathrow	히스로
Geoffroy Saint-Hilaire	조프루아 생틸레르
Gardendale	가든데일
digital radiography	디지털라디오그래피
Del City	델시티
Kimberly	킴벌리
upload	업로드
Nome	놈
Powell	파월
Osmond	오스먼드
Hindman	하인드먼
Barnett	바넷
businessman	비즈니스맨
Dior	디오르
comber	코머
Schuyler County	스카일러 카운티
half-timber	하프팀버
Medway	메드웨이
internet marketing	인터넷마케팅
Zapata	사파타
dibucaine	디부카인
Miller	밀러
Bundy	번디
Dunstable	던스터블
guard	가드
Bilbao	빌바오
Belfonte	벨폰트
Berclair	버클레어
Dickenson County	디킨슨 카운티
Lake Providence	레이크 프로비던스
Marble Falls	마블폴스
water gauge	워터게이지
maltose	말토오스
Fort Wright	포트 라이트
Deeble	디블
Oaks	오크스
back-light	백라이트
Donau	도나우
Goose Neck	구스넥
bench	벤치
Leon O	리언
Holloway	홀러웨이
dumper	덤퍼
Gregory	그레고리
Hargis	해지스
Uneeda	유니다
Lubec	루벡
Rous	라우스
foam plastic	폼플라스틱
Cincinnati Bengals	신시내티 벵골스
Georgetown	조지타운
Michael	마이클
Buford	뷰퍼드
foreground	포어그라운드
methylene blue	메틸렌블루
autopilot	오토파일럿
link chain	링크체인
pink	핑크
Dan Glickman	댄 글리크먼
tacos	타코스
acetaminophen	아세트아미노펜
Hatton	해턴
Martin County	마틴 카운티
taximeter	택시미터
director	디렉터
Armenia	아르메니아
Highlands County	하일랜즈 카운티
Otter Creek	오터 크리크
Smith Center	스미스 센터
Winters	윈터스
Lovington	러빙턴
Garfunkel	가펑클
Lincoln County	링컨 카운티
Harrisburg	해리스버그
Murray Gell-Mann	머리 겔만
QCad	큐캐드
didymium	디디뮴
Pacific	퍼시픽
gin	진
Nimitz	니미츠
White Oak	화이트오크
Kilkenny	킬케니
Martin	마틴
GI	지아이
Maury County	모리 카운티
Charon	카론
Tony	토니
Stantonville	스탠턴빌
Lanett	라넷
double sharp	더블샤프
Tessa	테사
Turner	터너
Algonquin	앨곤퀸
back noise	백노이즈
Scribe	스크리브
core system	코어시스템
produce	프로듀스
Radford	래드퍼드
dead rent	데드렌트
scallop	스캘럽
Barry	배리
navel orange	네이블오렌지
meeting	미팅
Rexford	렉스퍼드
mono	모노
Ozark County	오자크 카운티
Newton	뉴턴
come back	컴백
La Harpe	라하프
office	오피스
OAU	오에이유
Robertville	로버트빌
Watts Bar Dam	와츠바
Chouteau County	슈토 카운티
Erdenichao	에르데니차오
Woodward	우드워드
Warren County	워런 카운티
roast	로스
contact lens	콘택트렌즈
Monmouth	몬머스
Elmont	엘몬트
Yucca Valley	유카 밸리
New England	뉴잉글랜드
Stump	스텀프
Marlboro	말버러
Lacarne	라칸
Tampa	탬파
Mountain Park	마운틴 파크
depth interview	데프스인터뷰
Wayne	웨인
reversal film	리버설필름
Great Bend	그레이트벤드
Talbot	탤벗
Sault Sainte Marie	수세인트마리
Kerikeri	케리케리
sweet home	스위트홈
Orser	오서
Bermuda shorts	버뮤다 쇼츠
Mexico Beach	멕시코비치
George Thomson	조지 톰슨
Townshend	타운센드
Bingham	빙엄
novice	노비스
Stonington	스토닝턴
South Carolina	사우스캐롤라이나
Rock County	록 카운티
hibiscus	히비스커스
Olmsted	옴스테드
Garrison	개리슨
OMR	오엠아르
spangle	스팽글
dead ball	데드볼
glycol	글리콜
Strong City	스트롱시티
Kenneth	케니스
Coats	코츠
Conley	콘리
New Carrollton	뉴캐럴턴
Warwick	워릭
Long Lake	롱 레이크
Great Australian Bight	그레이트오스트레일리아
Salley	샐리
dressing	드레싱
pancreatin	판크레아틴
Forest Hill	포레스트 힐
Benue	베누에
Macoupin County	마쿠핀 카운티
lanolin	라놀린
Encke	엥케
Malraux	말로
Manhattan Beach	맨해튼비치
Faulkner County	포크너 카운티
Morrow County	모로 카운티
wipe	와이프
Dafoe	더포
Barnwell County	반웰 카운티
Karen	캐런
Bailey	베일리
marble	마블
Eden Prairie	이든프레리
Travis	트래비스
Atlanta	애틀랜타
camera-eye	카메라아이
Winisk	위니스크
tramway	트램웨이
Mount Pleasant	마운트 플레전트
Eldora	엘도라
Willard	윌러드
lead-off	리드오프
Condorcet	콩도르세
Charles	찰스
Washington County	워싱턴 카운티
Potlatch	포틀래치
Cuero	퀘로
otter board	오터보드
NIRA	니라
Wole Soyinka	월레 소잉카
Clinton	클린턴
Eliyahu BenEliezer	엘리야후 벤엘리에제르
Timmins	티민스
jam	잼
Thompsons	톰프슨스
Hillcrest Heights	힐크레스트하이츠
surf jet	서프제트
Muscat	무스캇
wagon	왜건
victory	빅토리
Little Valley	리틀 밸리
Patton	패턴
Windyville	윈디빌
Justin	저스틴
Sandwich	샌드위치
Wilmer	윌머
Outlook	아웃룩
period	피리어드
Ripley	리플리
Pawnee County	포니 카운티
Sunset Valley	선셋 밸리
Riverdale Park	리버데일 파크
lyginodendron	리기노덴드론
Lippmann	리프먼
stack	스택
gas mantle	가스맨틀
Deuel County	드우엘 카운티
Hughes County	휴스 카운티
Goodridge	굿리지
subduction	서브덕션
Senegal	세네갈
Cornelius	코닐리어스
Liliencron	릴리엔크론
Portland	포틀랜드
Cooperstown	쿠퍼즈타운
Moneta	모네타
Bolivia	볼리비아
Loganville	로건빌
Beaumont	보몬트
Sullivan	설리번
Anatoli Vasilievich	아나톨리 바실리예비치
pulse-jet	펄스제트
Huntington Beach	헌팅턴비치
Coon	쿤
Pend Oreille County	펜드 오레일 카운티
Wallenstein	발렌슈타인
Stuczynski	스투진스키
Lanital	라니탈
Colona	콜로나
Waller	월러
Steve	스티브
Cumberland County	컴벌랜드 카운티
bust-line	버스트라인
Clint	클린트
Grant County	그랜트 카운티
Peter Seamus	피터 셰이머스
Mount Healthy	마운트 헬시
Stow	스토
quad	쿼드
Edmund	에드먼드
omelet	오믈렛
Coketown	코크타운
Sussex County	서식스 카운티
Friedrich August Johannes	프리드리히 아우구스트 요하네스
Ashley	애슐리
Lowell	로웰
feint	페인트
Brawley	브롤리
Greenwich	그리니치
Roosevelt	루즈벨트
megaron	메가론
Englewood	엥글우드
Crowley	크롤리
squash	스쿼시
muffle	머플
Sherburne	셔번
uranium	우라늄
Quinton	퀸턴
overkill	오버킬
Phenix	페닉스
Annetta North	애네타노스
Lytton	리턴
Trafford	트래퍼드
Newcastle	뉴캐슬
Cincinnatus	신시내터스
Madhva	마드바
tyramine	티라민
punching	펀칭
John	존
Hayes	헤이스
D'Avenant	대버넌트
custom	커스텀
Cleone	클레온
yeast	이스트
Mark	마크
Miami Lakes	마이애미 레이크스
May Day	메이데이
Mulberry	멀버리
Dyer	다이어
Kankakee	캥커키
Hardin County	하딘 카운티
Dampier	댐피어
pineapple	파인애플
Attica	애티카
Fryeburg	프라이버그
Johnson	존슨
Ted	테드
Riverwood	리버우드
Vince	빈스
Watauga County	와토가 카운티
Thomism	토미즘
McLeod	맥러드
Dopp	도프
Superior	슈피리어
bartender	바텐더
Spivey	스피비
Lizzy Igasan	리지 아이거선
arquerite	아케라이트
smoth	스무스
cattleya	카틀레야
Baytown	베이타운
trackball	트랙볼
middle hurdle race	미들허들레이스
Webbtown	웹타운
Baudette	보뎃
hassium	하슘
Bay Village	베이 빌리지
Labanotation	라바노테이션
Cedar Key	시더키
