prefix	input_text	target_text
eng to kor	Wolfensohn	울펀슨
kor to eng	울펀슨	Wolfensohn
eng to kor	pH	피에이치
kor to eng	피에이치	pH
eng to kor	Palos Hills	팰로스 힐스
kor to eng	팰로스 힐스	Palos Hills
eng to kor	elastica	엘라스티카
kor to eng	엘라스티카	elastica
eng to kor	amoeba limax	아메바리막스
kor to eng	아메바리막스	amoeba limax
eng to kor	Bertram	버트럼
kor to eng	버트럼	Bertram
eng to kor	canter	캔터
kor to eng	캔터	canter
eng to kor	De Mille	데밀
kor to eng	데밀	De Mille
eng to kor	mannequin	마네킹
kor to eng	마네킹	mannequin
eng to kor	Little Falls	리틀폴스
kor to eng	리틀폴스	Little Falls
eng to kor	Burnet County	버넷 카운티
kor to eng	버넷 카운티	Burnet County
eng to kor	squeegee	스퀴지
kor to eng	스퀴지	squeegee
eng to kor	Belvoir	벨부아
kor to eng	벨부아	Belvoir
eng to kor	ethyl cellulose	에틸셀룰로오스
kor to eng	에틸셀룰로오스	ethyl cellulose
eng to kor	Falcon	팔콘
kor to eng	팔콘	Falcon
eng to kor	Nepton	넵턴
kor to eng	넵턴	Nepton
eng to kor	Jin Air	진에어
kor to eng	진에어	Jin Air
eng to kor	Hanford	핸포드
kor to eng	핸포드	Hanford
eng to kor	ADL	에이디엘
kor to eng	에이디엘	ADL
eng to kor	Debar	데바르
kor to eng	데바르	Debar
eng to kor	Retreat	리트리트
kor to eng	리트리트	Retreat
eng to kor	knocking on	노킹온
kor to eng	노킹온	knocking on
eng to kor	Toms River	톰스 리버
kor to eng	톰스 리버	Toms River
eng to kor	Sabine	서빈
kor to eng	서빈	Sabine
eng to kor	Amon	아몬
kor to eng	아몬	Amon
eng to kor	Scandinavia	스칸디나비아
kor to eng	스칸디나비아	Scandinavia
eng to kor	Bluffdale	블러프데일
kor to eng	블러프데일	Bluffdale
eng to kor	Forestville	포레스트빌
kor to eng	포레스트빌	Forestville
eng to kor	Bloomington	블루밍턴
kor to eng	블루밍턴	Bloomington
eng to kor	Roxbury	록스베리
kor to eng	록스베리	Roxbury
eng to kor	Danton	당통
kor to eng	당통	Danton
eng to kor	cross-rate	크로스레이트
kor to eng	크로스레이트	cross-rate
eng to kor	sonic chamber	소닉체임버
kor to eng	소닉체임버	sonic chamber
eng to kor	in-goal	인골
kor to eng	인골	in-goal
eng to kor	Roy	로이
kor to eng	로이	Roy
eng to kor	Poehler	폴러
kor to eng	폴러	Poehler
eng to kor	Germanicus Caesar	게르마니쿠스 카이사르
kor to eng	게르마니쿠스 카이사르	Germanicus Caesar
eng to kor	Brad	브래드
kor to eng	브래드	Brad
eng to kor	Begich	베기치
kor to eng	베기치	Begich
eng to kor	Adams County	애덤스 카운티
kor to eng	애덤스 카운티	Adams County
eng to kor	ginger cake	진저케이크
kor to eng	진저케이크	ginger cake
eng to kor	Lehmann	레만
kor to eng	레만	Lehmann
eng to kor	dragline	드래그라인
kor to eng	드래그라인	dragline
eng to kor	Grove	그로브
kor to eng	그로브	Grove
eng to kor	Utah	유타
kor to eng	유타	Utah
eng to kor	Tando Velaphi	탄도 벨라피
kor to eng	탄도 벨라피	Tando Velaphi
eng to kor	Rick	릭
kor to eng	릭	Rick
eng to kor	Sannazzaro	산나차로
kor to eng	산나차로	Sannazzaro
eng to kor	Johnstown	존스타운
kor to eng	존스타운	Johnstown
eng to kor	East Lynn	이스트 린
kor to eng	이스트 린	East Lynn
eng to kor	cashmere	캐시미어
kor to eng	캐시미어	cashmere
eng to kor	journalism	저널리즘
kor to eng	저널리즘	journalism
eng to kor	Logan	로건
kor to eng	로건	Logan
eng to kor	parton	파톤
kor to eng	파톤	parton
eng to kor	Harold	해럴드
kor to eng	해럴드	Harold
eng to kor	Hunterdon County	헌터든 카운티
kor to eng	헌터든 카운티	Hunterdon County
eng to kor	shadow stripe	섀도스트라이프
kor to eng	섀도스트라이프	shadow stripe
eng to kor	Hugh Marston	휴 마스턴
kor to eng	휴 마스턴	Hugh Marston
eng to kor	John Wesley	존 웨슬리
kor to eng	존 웨슬리	John Wesley
eng to kor	sweet orange	스위트오렌지
kor to eng	스위트오렌지	sweet orange
eng to kor	Hope	호프
kor to eng	호프	Hope
eng to kor	Appleton	애플턴
kor to eng	애플턴	Appleton
eng to kor	Stewart	스튜어트
kor to eng	스튜어트	Stewart
eng to kor	Rapid River	래피드 리버
kor to eng	래피드 리버	Rapid River
eng to kor	wanted	원티드
kor to eng	원티드	wanted
eng to kor	Toledo	털리도
kor to eng	털리도	Toledo
eng to kor	O'Neals	오닐즈
kor to eng	오닐즈	O'Neals
eng to kor	audio video interleaving	오디오비디오인터리빙
kor to eng	오디오비디오인터리빙	audio video interleaving
eng to kor	Sylvania	실베이니아
kor to eng	실베이니아	Sylvania
eng to kor	Eichengreen	아이컨그린
kor to eng	아이컨그린	Eichengreen
eng to kor	Pfeffer	페퍼
kor to eng	페퍼	Pfeffer
eng to kor	Walnut	월넛
kor to eng	월넛	Walnut
eng to kor	Tesla coil	테슬라코일
kor to eng	테슬라코일	Tesla coil
eng to kor	Ferry County	페리 카운티
kor to eng	페리 카운티	Ferry County
eng to kor	sandal	샌들
kor to eng	샌들	sandal
eng to kor	Lakin	라킨
kor to eng	라킨	Lakin
eng to kor	precast concrete	프리캐스트콘크리트
kor to eng	프리캐스트콘크리트	precast concrete
eng to kor	noise	노이즈
kor to eng	노이즈	noise
eng to kor	Saint Johns	세인트존스
kor to eng	세인트존스	Saint Johns
eng to kor	Troupsburg	트룹스버그
kor to eng	트룹스버그	Troupsburg
eng to kor	Blue Eye	블루아이
kor to eng	블루아이	Blue Eye
eng to kor	Cele	셀리
kor to eng	셀리	Cele
eng to kor	Tyrone	타이론
kor to eng	타이론	Tyrone
eng to kor	subway	서브웨이
kor to eng	서브웨이	subway
eng to kor	Maudgalyayana	마우드갈리아야나
kor to eng	마우드갈리아야나	Maudgalyayana
eng to kor	Bartow	바토
kor to eng	바토	Bartow
eng to kor	index	인덱스
kor to eng	인덱스	index
eng to kor	Virginia Hills	버지니아 힐스
kor to eng	버지니아 힐스	Virginia Hills
eng to kor	Murfreesboro	무프리스버러
kor to eng	무프리스버러	Murfreesboro
eng to kor	mahogany	마호가니
kor to eng	마호가니	mahogany
eng to kor	Price	프라이스
kor to eng	프라이스	Price
eng to kor	Surabaya	수라바야
kor to eng	수라바야	Surabaya
eng to kor	Abbott	애벗
kor to eng	애벗	Abbott
eng to kor	hand brake	핸드브레이크
kor to eng	핸드브레이크	hand brake
eng to kor	Ruth	루스
kor to eng	루스	Ruth
eng to kor	Oran	오란
kor to eng	오란	Oran
eng to kor	Henrik Pontoppidan	헨리크 폰토피단
kor to eng	헨리크 폰토피단	Henrik Pontoppidan
eng to kor	Conesus	코네서스
kor to eng	코네서스	Conesus
eng to kor	Bardin	바딘
kor to eng	바딘	Bardin
eng to kor	Rochelle	로셸
kor to eng	로셸	Rochelle
eng to kor	McKinley	맥킨리
kor to eng	맥킨리	McKinley
eng to kor	Le Sueur	르 쉬외르
kor to eng	르 쉬외르	Le Sueur
eng to kor	Carroll County	캐럴 카운티
kor to eng	캐럴 카운티	Carroll County
eng to kor	Rodney Slater	로드니 슬레이터
kor to eng	로드니 슬레이터	Rodney Slater
eng to kor	Chula	출라
kor to eng	출라	Chula
eng to kor	public school	퍼블릭스쿨
kor to eng	퍼블릭스쿨	public school
eng to kor	Gumlog	검로그
kor to eng	검로그	Gumlog
eng to kor	Stephanopoulos	스테퍼노펄러스
kor to eng	스테퍼노펄러스	Stephanopoulos
eng to kor	Joannie	조아니
kor to eng	조아니	Joannie
eng to kor	Scioto	사이오터
kor to eng	사이오터	Scioto
eng to kor	Federal Way	페더럴 웨이
kor to eng	페더럴 웨이	Federal Way
eng to kor	Ruma	루마
kor to eng	루마	Ruma
eng to kor	Rocky Creek	로키 크리크
kor to eng	로키 크리크	Rocky Creek
eng to kor	Chichester	치체스터
kor to eng	치체스터	Chichester
eng to kor	Oakbrook Terrace	오크브룩 테라스
kor to eng	오크브룩 테라스	Oakbrook Terrace
eng to kor	footwork	풋워크
kor to eng	풋워크	footwork
eng to kor	Brian	브라이언
kor to eng	브라이언	Brian
eng to kor	Proctor	프록터
kor to eng	프록터	Proctor
eng to kor	Louisiana	루이지애나
kor to eng	루이지애나	Louisiana
eng to kor	scavenger	스캐빈저
kor to eng	스캐빈저	scavenger
eng to kor	Robert	로버트
kor to eng	로버트	Robert
eng to kor	normal	노멀
kor to eng	노멀	normal
eng to kor	Cyrus	사이러스
kor to eng	사이러스	Cyrus
eng to kor	Mount Rainier	마운트 레이니어
kor to eng	마운트 레이니어	Mount Rainier
eng to kor	TASI	타시
kor to eng	타시	TASI
eng to kor	Cadiz	커디즈
kor to eng	커디즈	Cadiz
eng to kor	Watertown	워터타운
kor to eng	워터타운	Watertown
eng to kor	anthem	앤섬
kor to eng	앤섬	anthem
eng to kor	napkin	냅킨
kor to eng	냅킨	napkin
eng to kor	Brainerd	브레이너드
kor to eng	브레이너드	Brainerd
eng to kor	Alledonia	알레도니아
kor to eng	알레도니아	Alledonia
eng to kor	Garrett	개릿
kor to eng	개릿	Garrett
eng to kor	Carrothers	캐로서스
kor to eng	캐로서스	Carrothers
eng to kor	Anderson	앤더슨
kor to eng	앤더슨	Anderson
eng to kor	Enfield	엔필드
kor to eng	엔필드	Enfield
eng to kor	Bengal	벵골
kor to eng	벵골	Bengal
eng to kor	triose	트리오스
kor to eng	트리오스	triose
eng to kor	Linn	린
kor to eng	린	Linn
eng to kor	Vancouver	밴쿠버
kor to eng	밴쿠버	Vancouver
eng to kor	social	소셜
kor to eng	소셜	social
eng to kor	before	비포
kor to eng	비포	before
eng to kor	motor siren	모터사이렌
kor to eng	모터사이렌	motor siren
eng to kor	Estill	에스틸
kor to eng	에스틸	Estill
eng to kor	Taloga	탈로가
kor to eng	탈로가	Taloga
eng to kor	Wilmot	윌멋
kor to eng	윌멋	Wilmot
eng to kor	Terman	터먼
kor to eng	터먼	Terman
eng to kor	inplant	인플랜트
kor to eng	인플랜트	inplant
eng to kor	Wood County	우드 카운티
kor to eng	우드 카운티	Wood County
eng to kor	Sahuarita	사후아리타
kor to eng	사후아리타	Sahuarita
eng to kor	Barry County	배리 카운티
kor to eng	배리 카운티	Barry County
eng to kor	Pine Brook	파인 브룩
kor to eng	파인 브룩	Pine Brook
eng to kor	Whately	웨이틀리
kor to eng	웨이틀리	Whately
eng to kor	polo	폴로
kor to eng	폴로	polo
eng to kor	shadow work	섀도워크
kor to eng	섀도워크	shadow work
eng to kor	Newark	뉴어크
kor to eng	뉴어크	Newark
eng to kor	Taylor County	테일러 카운티
kor to eng	테일러 카운티	Taylor County
eng to kor	Sloane	슬론
kor to eng	슬론	Sloane
eng to kor	Beach City	비치시티
kor to eng	비치시티	Beach City
eng to kor	conchoid	콘코이드
kor to eng	콘코이드	conchoid
eng to kor	Gladstone	글래드스톤
kor to eng	글래드스톤	Gladstone
eng to kor	McKenzie	매켄지
kor to eng	매켄지	McKenzie
eng to kor	consonance	콘소넌스
kor to eng	콘소넌스	consonance
eng to kor	Worthington	워싱턴
kor to eng	워싱턴	Worthington
eng to kor	Daley	데일리
kor to eng	데일리	Daley
eng to kor	Stuart	스튜어트
kor to eng	스튜어트	Stuart
eng to kor	Owen Sound	오언사운드
kor to eng	오언사운드	Owen Sound
eng to kor	Grenada	그레나다
kor to eng	그레나다	Grenada
eng to kor	Two Buttes	투 뷰츠
kor to eng	투 뷰츠	Two Buttes
eng to kor	core matrix	코어매트릭스
kor to eng	코어매트릭스	core matrix
eng to kor	Custer County	커스터 카운티
kor to eng	커스터 카운티	Custer County
eng to kor	Topsfield	탑스필드
kor to eng	탑스필드	Topsfield
eng to kor	Corinth game	코린트 게임
kor to eng	코린트 게임	Corinth game
eng to kor	Avril	애브릴
kor to eng	애브릴	Avril
eng to kor	helium	헬륨
kor to eng	헬륨	helium
eng to kor	Oxnard	옥스나드
kor to eng	옥스나드	Oxnard
eng to kor	Louisa County	루이자 카운티
kor to eng	루이자 카운티	Louisa County
eng to kor	Yell County	옐 카운티
kor to eng	옐 카운티	Yell County
eng to kor	Teays	티이스
kor to eng	티이스	Teays
eng to kor	Snipe	스나이프
kor to eng	스나이프	Snipe
eng to kor	Feyder	페데
kor to eng	페데	Feyder
eng to kor	open reel	오픈릴
kor to eng	오픈릴	open reel
eng to kor	Sherburne County	셔번 카운티
kor to eng	셔번 카운티	Sherburne County
eng to kor	Bibiena	비비에나
kor to eng	비비에나	Bibiena
eng to kor	Shipman	시프먼
kor to eng	시프먼	Shipman
eng to kor	Elgin	엘긴
kor to eng	엘긴	Elgin
eng to kor	frock coat	프록코트
kor to eng	프록코트	frock coat
eng to kor	LPG	엘피지
kor to eng	엘피지	LPG
eng to kor	Noti	노티
kor to eng	노티	Noti
eng to kor	Beaver	비버
kor to eng	비버	Beaver
eng to kor	Eagan	이건
kor to eng	이건	Eagan
eng to kor	Pleasant Hill	플레전트 힐
kor to eng	플레전트 힐	Pleasant Hill
eng to kor	cokeite	코카이트
kor to eng	코카이트	cokeite
eng to kor	coining	코이닝
kor to eng	코이닝	coining
eng to kor	Samos	사모스
kor to eng	사모스	Samos
eng to kor	Ocean	오션
kor to eng	오션	Ocean
eng to kor	PRT	피아르티
kor to eng	피아르티	PRT
eng to kor	jazz guitar	재즈기타
kor to eng	재즈기타	jazz guitar
eng to kor	Wright	라이트
kor to eng	라이트	Wright
eng to kor	Cobden	코브던
kor to eng	코브던	Cobden
eng to kor	Burlington County	벌링턴 카운티
kor to eng	벌링턴 카운티	Burlington County
eng to kor	self	셀프
kor to eng	셀프	self
eng to kor	Glasgow	글래스고
kor to eng	글래스고	Glasgow
eng to kor	framing	프레이밍
kor to eng	프레이밍	framing
eng to kor	Weston Lakes	웨스턴레이크스
kor to eng	웨스턴레이크스	Weston Lakes
eng to kor	Brooks	브룩스
kor to eng	브룩스	Brooks
eng to kor	Lanton	랜턴
kor to eng	랜턴	Lanton
eng to kor	Eagleville	이글빌
kor to eng	이글빌	Eagleville
eng to kor	Kings	킹스
kor to eng	킹스	Kings
eng to kor	motor grader	모터그레이더
kor to eng	모터그레이더	motor grader
eng to kor	Leloir	를루아르
kor to eng	를루아르	Leloir
eng to kor	Tamina	타미나
kor to eng	타미나	Tamina
eng to kor	Bode	보데
kor to eng	보데	Bode
eng to kor	Stagecoach	스테이지코치
kor to eng	스테이지코치	Stagecoach
eng to kor	castanet	캐스터넷
kor to eng	캐스터넷	castanet
eng to kor	Pulci	풀치
kor to eng	풀치	Pulci
eng to kor	Bartley	바틀리
kor to eng	바틀리	Bartley
eng to kor	Porterdale	포터데일
kor to eng	포터데일	Porterdale
eng to kor	Twin Lakes	트윈 레이크스
kor to eng	트윈 레이크스	Twin Lakes
eng to kor	Brandon	브랜던
kor to eng	브랜던	Brandon
eng to kor	Brandon	브랜던
kor to eng	브랜던	Brandon
eng to kor	Schmitt	슈미트
kor to eng	슈미트	Schmitt
eng to kor	Oasis	오아시스
kor to eng	오아시스	Oasis
eng to kor	Tower City	타워 시티
kor to eng	타워 시티	Tower City
eng to kor	bromoform	브로모포름
kor to eng	브로모포름	bromoform
eng to kor	Ord	오드
kor to eng	오드	Ord
eng to kor	Somerset	서머싯
kor to eng	서머싯	Somerset
eng to kor	Luke	루크
kor to eng	루크	Luke
eng to kor	Mount Morgan	마운트 모건
kor to eng	마운트 모건	Mount Morgan
eng to kor	Holbrook	홀브룩
kor to eng	홀브룩	Holbrook
eng to kor	Savoy	사보이
kor to eng	사보이	Savoy
eng to kor	foul tip	파울팁
kor to eng	파울팁	foul tip
eng to kor	Tablet	태블릿
kor to eng	태블릿	Tablet
eng to kor	Mount Washington	마운트 워싱턴
kor to eng	마운트 워싱턴	Mount Washington
eng to kor	Edward	에드워드
kor to eng	에드워드	Edward
eng to kor	Giusti	주스티
kor to eng	주스티	Giusti
eng to kor	ice show	아이스쇼
kor to eng	아이스쇼	ice show
eng to kor	haute couture	오트 쿠튀르
kor to eng	오트 쿠튀르	haute couture
eng to kor	green card	그린카드
kor to eng	그린카드	green card
eng to kor	Dockery	도커리
kor to eng	도커리	Dockery
eng to kor	Peterman	피터맨
kor to eng	피터맨	Peterman
eng to kor	Argelander	아르겔란더
kor to eng	아르겔란더	Argelander
eng to kor	Smyth	스미스
kor to eng	스미스	Smyth
eng to kor	oilskin	오일스킨
kor to eng	오일스킨	oilskin
eng to kor	shoes	슈즈
kor to eng	슈즈	shoes
eng to kor	Mathieu	마티외
kor to eng	마티외	Mathieu
eng to kor	digitizer	디지타이저
kor to eng	디지타이저	digitizer
eng to kor	Commerce City	커머스 시티
kor to eng	커머스 시티	Commerce City
eng to kor	grizzly	그리즐리
kor to eng	그리즐리	grizzly
eng to kor	Teague	티그
kor to eng	티그	Teague
eng to kor	Michael	마이클
kor to eng	마이클	Michael
eng to kor	Argonne	아르곤
kor to eng	아르곤	Argonne
eng to kor	black coffee	블랙커피
kor to eng	블랙커피	black coffee
eng to kor	macadam	머캐덤
kor to eng	머캐덤	macadam
eng to kor	three C	스리시
kor to eng	스리시	three C
eng to kor	Hicora	하이코라
kor to eng	하이코라	Hicora
eng to kor	Horus	호루스
kor to eng	호루스	Horus
eng to kor	proxy	프락시
kor to eng	프락시	proxy
eng to kor	hot oil	핫오일
kor to eng	핫오일	hot oil
eng to kor	Cameron	캐머런
kor to eng	캐머런	Cameron
eng to kor	Empson	엠프슨
kor to eng	엠프슨	Empson
eng to kor	Ferndale	펀데일
kor to eng	펀데일	Ferndale
eng to kor	Linz	린츠
kor to eng	린츠	Linz
eng to kor	Belmopan	벨모판
kor to eng	벨모판	Belmopan
eng to kor	Lysacek	라이서첵
kor to eng	라이서첵	Lysacek
eng to kor	Winfield	윈필드
kor to eng	윈필드	Winfield
eng to kor	Turner	터너
kor to eng	터너	Turner
eng to kor	rutabaga	루타바가
kor to eng	루타바가	rutabaga
eng to kor	Grenier	그레니에이
kor to eng	그레니에이	Grenier
eng to kor	Cocke	코크
kor to eng	코크	Cocke
eng to kor	Jeffrey	제프리
kor to eng	제프리	Jeffrey
eng to kor	Concord	콩코드
kor to eng	콩코드	Concord
eng to kor	Huff	허프
kor to eng	허프	Huff
eng to kor	Ogle	오글
kor to eng	오글	Ogle
eng to kor	Chenal	체널
kor to eng	체널	Chenal
eng to kor	Mustang	무스탱
kor to eng	무스탱	Mustang
eng to kor	Swift	스위프트
kor to eng	스위프트	Swift
eng to kor	Timber Lakes	팀버레이크스
kor to eng	팀버레이크스	Timber Lakes
eng to kor	Hepplewhite	헤플화이트
kor to eng	헤플화이트	Hepplewhite
eng to kor	North Salt Lake	노스솔트레이크
kor to eng	노스솔트레이크	North Salt Lake
eng to kor	win	윈
kor to eng	윈	win
eng to kor	Mount Olivet	마운트올리벳
kor to eng	마운트올리벳	Mount Olivet
eng to kor	Darrington	달링턴
kor to eng	달링턴	Darrington
eng to kor	mega	메가
kor to eng	메가	mega
eng to kor	Genoa	제노아
kor to eng	제노아	Genoa
eng to kor	Sisquoc	시스크
kor to eng	시스크	Sisquoc
eng to kor	Winneshiek	위너시크
kor to eng	위너시크	Winneshiek
eng to kor	Massinger	매신저
kor to eng	매신저	Massinger
eng to kor	Jayson	제이슨
kor to eng	제이슨	Jayson
eng to kor	duo	듀오
kor to eng	듀오	duo
eng to kor	Spring Valley Village	스플이밸리빌리지
kor to eng	스플이밸리빌리지	Spring Valley Village
eng to kor	Pepper	페퍼
kor to eng	페퍼	Pepper
eng to kor	black nationalism	블랙내셔널리즘
kor to eng	블랙내셔널리즘	black nationalism
eng to kor	Cross County	크로스 카운티
kor to eng	크로스 카운티	Cross County
eng to kor	engine	엔진
kor to eng	엔진	engine
eng to kor	William	윌리엄
kor to eng	윌리엄	William
eng to kor	captain	캡틴
kor to eng	캡틴	captain
eng to kor	Calumet	캘러멧
kor to eng	캘러멧	Calumet
eng to kor	Moorhead	무어헤드
kor to eng	무어헤드	Moorhead
eng to kor	baiera	바이에라
kor to eng	바이에라	baiera
eng to kor	merit promotion program	메리트프로모션프로그램
kor to eng	메리트프로모션프로그램	merit promotion program
eng to kor	Elston	엘스턴
kor to eng	엘스턴	Elston
eng to kor	tumbling	텀블링
kor to eng	텀블링	tumbling
eng to kor	claim	클레임
kor to eng	클레임	claim
eng to kor	Carl's Corner	칼스코너
kor to eng	칼스코너	Carl's Corner
eng to kor	astile	아스타일
kor to eng	아스타일	astile
eng to kor	Hillman	힐먼
kor to eng	힐먼	Hillman
eng to kor	Rubicon	루비콘
kor to eng	루비콘	Rubicon
eng to kor	Sussex	서식스
kor to eng	서식스	Sussex
eng to kor	paper chromatography	페이퍼크로마토그래피
kor to eng	페이퍼크로마토그래피	paper chromatography
eng to kor	diose	디오스
kor to eng	디오스	diose
eng to kor	Sigismund	지기스문트
kor to eng	지기스문트	Sigismund
eng to kor	Pontryagin	폰트랴긴
kor to eng	폰트랴긴	Pontryagin
eng to kor	Buttermilk	버터밀크
kor to eng	버터밀크	Buttermilk
eng to kor	Pineville	파인빌
kor to eng	파인빌	Pineville
eng to kor	Madeleine	매들린
kor to eng	매들린	Madeleine
eng to kor	Auglaize	오글레이즈
kor to eng	오글레이즈	Auglaize
eng to kor	bighorn	빅혼
kor to eng	빅혼	bighorn
eng to kor	Smyrna	스머나
kor to eng	스머나	Smyrna
eng to kor	Kindred	킨드레드
kor to eng	킨드레드	Kindred
eng to kor	Irene	아이린
kor to eng	아이린	Irene
eng to kor	China	차이나
kor to eng	차이나	China
eng to kor	pound	파운드
kor to eng	파운드	pound
eng to kor	Lippmann	리프만
kor to eng	리프만	Lippmann
eng to kor	Leonard	레너드
kor to eng	레너드	Leonard
eng to kor	emitter	이미터
kor to eng	이미터	emitter
eng to kor	Five Corners	파이브 코너스
kor to eng	파이브 코너스	Five Corners
eng to kor	Catoosa	카투사
kor to eng	카투사	Catoosa
eng to kor	Lyme	라임
kor to eng	라임	Lyme
eng to kor	Auxerre	오세르
kor to eng	오세르	Auxerre
eng to kor	Philadelphia Flyers	필라델피아 플라이어스
kor to eng	필라델피아 플라이어스	Philadelphia Flyers
eng to kor	Bureau County	뷰로 카운티
kor to eng	뷰로 카운티	Bureau County
eng to kor	East Mountain	이스트마운틴
kor to eng	이스트마운틴	East Mountain
eng to kor	Lacona	라코나
kor to eng	라코나	Lacona
eng to kor	slab	슬래브
kor to eng	슬래브	slab
eng to kor	Kelly	켈리
kor to eng	켈리	Kelly
eng to kor	Wethersfield	웨더스필드
kor to eng	웨더스필드	Wethersfield
eng to kor	worm	웜
kor to eng	웜	worm
eng to kor	Calera	칼레라
kor to eng	칼레라	Calera
eng to kor	Dearborn County	디어본 카운티
kor to eng	디어본 카운티	Dearborn County
eng to kor	McCaysville	맥케이즈빌
kor to eng	맥케이즈빌	McCaysville
eng to kor	Aspen	애스펀
kor to eng	애스펀	Aspen
eng to kor	polyethylene glycol	폴리에틸렌글리콜
kor to eng	폴리에틸렌글리콜	polyethylene glycol
eng to kor	Amanpour	아만푸어
kor to eng	아만푸어	Amanpour
eng to kor	Mickey Mouse	미키마우스
kor to eng	미키마우스	Mickey Mouse
eng to kor	Cejudo	세후도
kor to eng	세후도	Cejudo
eng to kor	Durkheim	뒤르켐
kor to eng	뒤르켐	Durkheim
eng to kor	jet ski	제트스키
kor to eng	제트스키	jet ski
eng to kor	Prince Andrew	앤드루 왕자
kor to eng	앤드루 왕자	Prince Andrew
eng to kor	Simpson	심슨
kor to eng	심슨	Simpson
eng to kor	Weed	위드
kor to eng	위드	Weed
eng to kor	Henderson County	헨더슨 카운티
kor to eng	헨더슨 카운티	Henderson County
eng to kor	Wataga	와타가
kor to eng	와타가	Wataga
eng to kor	Marysville	메리스빌
kor to eng	메리스빌	Marysville
eng to kor	COBOL	코볼
kor to eng	코볼	COBOL
eng to kor	Hinkley	힝클리
kor to eng	힝클리	Hinkley
eng to kor	South Salt Lake	사우스 솔트 레이크
kor to eng	사우스 솔트 레이크	South Salt Lake
eng to kor	grinding	그라인딩
kor to eng	그라인딩	grinding
eng to kor	Mack	맥
kor to eng	맥	Mack
eng to kor	Milton-Freewater	밀턴 프리워터
kor to eng	밀턴 프리워터	Milton-Freewater
eng to kor	boring machine	보링머신
kor to eng	보링머신	boring machine
eng to kor	Alan G. MacDiarmid	앨런 맥더미드
kor to eng	앨런 맥더미드	Alan G. MacDiarmid
eng to kor	Sloan	슬론
kor to eng	슬론	Sloan
eng to kor	Chautauqua County	셔터쿼 카운티
kor to eng	셔터쿼 카운티	Chautauqua County
eng to kor	McAvoy	매커보이
kor to eng	매커보이	McAvoy
eng to kor	Trion	트라이언
kor to eng	트라이언	Trion
eng to kor	Charles City County	찰스 시티 카운티
kor to eng	찰스 시티 카운티	Charles City County
eng to kor	Rowe	로우
kor to eng	로우	Rowe
eng to kor	Presque Isle County	프레스크 아일 카운티
kor to eng	프레스크 아일 카운티	Presque Isle County
eng to kor	open space	오픈스페이스
kor to eng	오픈스페이스	open space
eng to kor	Boden	보든
kor to eng	보든	Boden
eng to kor	Tiger	타이거
kor to eng	타이거	Tiger
eng to kor	pancratium	판크라티움
kor to eng	판크라티움	pancratium
eng to kor	spillover	스필오버
kor to eng	스필오버	spillover
eng to kor	Aleksei Vasilievich	알렉세이 바실리예비치
kor to eng	알렉세이 바실리예비치	Aleksei Vasilievich
eng to kor	Lyonel	라이오넬
kor to eng	라이오넬	Lyonel
eng to kor	Ann	앤
kor to eng	앤	Ann
eng to kor	Springfield	스프링필드
kor to eng	스프링필드	Springfield
eng to kor	Silo	사일로
kor to eng	사일로	Silo
eng to kor	Overton	오버턴
kor to eng	오버턴	Overton
eng to kor	ligase	리가아제
kor to eng	리가아제	ligase
eng to kor	Melina	멜리나
kor to eng	멜리나	Melina
eng to kor	Fairbanks North Star Borough	페어뱅크스 노스 스타 버러
kor to eng	페어뱅크스 노스 스타 버러	Fairbanks North Star Borough
eng to kor	bonanzagram	보난자그램
kor to eng	보난자그램	bonanzagram
eng to kor	Pisgah	피스가
kor to eng	피스가	Pisgah
eng to kor	otter hound	오터하운드
kor to eng	오터하운드	otter hound
eng to kor	Walker	워커
kor to eng	워커	Walker
eng to kor	Mazeppa	머제파
kor to eng	머제파	Mazeppa
eng to kor	Carpaccio	카르파초
kor to eng	카르파초	Carpaccio
eng to kor	helicopter	헬리콥터
kor to eng	헬리콥터	helicopter
eng to kor	spring camp	스프링캠프
kor to eng	스프링캠프	spring camp
eng to kor	Cardigan	카디건
kor to eng	카디건	Cardigan
eng to kor	meal	밀
kor to eng	밀	meal
eng to kor	Toronto	토론토
kor to eng	토론토	Toronto
eng to kor	Phillip Burrows	필립 버로우스
kor to eng	필립 버로우스	Phillip Burrows
eng to kor	Guizot	기조
kor to eng	기조	Guizot
eng to kor	Hopewell	호프웰
kor to eng	호프웰	Hopewell
eng to kor	Salalah	살라라
kor to eng	살라라	Salalah
eng to kor	Kyle	카일
kor to eng	카일	Kyle
eng to kor	Little Sandy	리틀샌디
kor to eng	리틀샌디	Little Sandy
eng to kor	Valentine Day	발렌타인 데이
kor to eng	발렌타인 데이	Valentine Day
eng to kor	Wilbur By-The-Sea	윌버 바이더씨
kor to eng	윌버 바이더씨	Wilbur By-The-Sea
eng to kor	Goffstown	고프스타운
kor to eng	고프스타운	Goffstown
eng to kor	Lewiston	루이스턴
kor to eng	루이스턴	Lewiston
eng to kor	Ute	유트
kor to eng	유트	Ute
eng to kor	Huntington	헌팅턴
kor to eng	헌팅턴	Huntington
eng to kor	Duncan	던컨
kor to eng	던컨	Duncan
eng to kor	L-size	엘사이즈
kor to eng	엘사이즈	L-size
eng to kor	Francis	프랜시스
kor to eng	프랜시스	Francis
eng to kor	component system	컴포넌트시스템
kor to eng	컴포넌트시스템	component system
